age,unit,sex,indic_em,geotime,date,value
Y55-64,PC_POP,T,EMP_LFS,IT,2017-01-01,52.2
Y55-64,PC_POP,T,EMP_LFS,LT,2005-01-01,49.6
Y55-64,PC_POP,T,EMP_LFS,LT,2006-01-01,49.7
Y55-64,PC_POP,T,EMP_LFS,LT,2007-01-01,53.2
Y55-64,PC_POP,T,EMP_LFS,LT,2008-01-01,53.0
Y55-64,PC_POP,T,EMP_LFS,LT,2009-01-01,51.2
Y55-64,PC_POP,T,EMP_LFS,LT,2010-01-01,48.3
Y55-64,PC_POP,T,EMP_LFS,LT,2011-01-01,50.2
Y55-64,PC_POP,T,EMP_LFS,LT,2012-01-01,51.7
Y55-64,PC_POP,T,EMP_LFS,LT,2013-01-01,53.4
Y55-64,PC_POP,T,EMP_LFS,LT,2014-01-01,56.2
Y55-64,PC_POP,T,EMP_LFS,LT,2015-01-01,60.4
Y55-64,PC_POP,T,EMP_LFS,LT,2016-01-01,64.6
Y55-64,PC_POP,T,EMP_LFS,LT,2017-01-01,66.1
Y55-64,PC_POP,T,EMP_LFS,LU,2005-01-01,31.7
Y55-64,PC_POP,T,EMP_LFS,LU,2006-01-01,33.2
Y55-64,PC_POP,T,EMP_LFS,LU,2007-01-01,32.0
Y55-64,PC_POP,T,EMP_LFS,LU,2008-01-01,34.1
Y55-64,PC_POP,T,EMP_LFS,LU,2009-01-01,38.2
Y55-64,PC_POP,T,EMP_LFS,LU,2010-01-01,39.6
Y55-64,PC_POP,T,EMP_LFS,LU,2011-01-01,39.3
Y55-64,PC_POP,T,EMP_LFS,LU,2012-01-01,41.0
Y55-64,PC_POP,T,EMP_LFS,LU,2013-01-01,40.5
Y55-64,PC_POP,T,EMP_LFS,LU,2014-01-01,42.5
Y55-64,PC_POP,T,EMP_LFS,LU,2015-01-01,38.4
Y55-64,PC_POP,T,EMP_LFS,LU,2016-01-01,39.6
Y55-64,PC_POP,T,EMP_LFS,LU,2017-01-01,39.8
Y55-64,PC_POP,T,EMP_LFS,LV,2005-01-01,48.3
Y55-64,PC_POP,T,EMP_LFS,LV,2006-01-01,53.4
Y55-64,PC_POP,T,EMP_LFS,LV,2007-01-01,58.0
Y55-64,PC_POP,T,EMP_LFS,LV,2008-01-01,59.1
Y55-64,PC_POP,T,EMP_LFS,LV,2009-01-01,52.5
Y55-64,PC_POP,T,EMP_LFS,LV,2010-01-01,47.8
Y55-64,PC_POP,T,EMP_LFS,LV,2011-01-01,50.5
Y55-64,PC_POP,T,EMP_LFS,LV,2012-01-01,52.8
Y55-64,PC_POP,T,EMP_LFS,LV,2013-01-01,54.8
Y55-64,PC_POP,T,EMP_LFS,LV,2014-01-01,56.4
Y55-64,PC_POP,T,EMP_LFS,LV,2015-01-01,59.4
Y55-64,PC_POP,T,EMP_LFS,LV,2016-01-01,61.4
Y55-64,PC_POP,T,EMP_LFS,LV,2017-01-01,62.3
Y55-64,PC_POP,T,EMP_LFS,ME,2005-01-01,
Y55-64,PC_POP,T,EMP_LFS,ME,2006-01-01,
Y55-64,PC_POP,T,EMP_LFS,ME,2007-01-01,
Y55-64,PC_POP,T,EMP_LFS,ME,2008-01-01,
Y55-64,PC_POP,T,EMP_LFS,ME,2009-01-01,
Y55-64,PC_POP,T,EMP_LFS,ME,2010-01-01,
Y55-64,PC_POP,T,EMP_LFS,ME,2011-01-01,33.8
Y55-64,PC_POP,T,EMP_LFS,ME,2012-01-01,36.1
Y55-64,PC_POP,T,EMP_LFS,ME,2013-01-01,36.9
Y55-64,PC_POP,T,EMP_LFS,ME,2014-01-01,38.7
Y55-64,PC_POP,T,EMP_LFS,ME,2015-01-01,40.0
Y55-64,PC_POP,T,EMP_LFS,ME,2016-01-01,41.2
Y55-64,PC_POP,T,EMP_LFS,ME,2017-01-01,43.7
Y55-64,PC_POP,T,EMP_LFS,MK,2005-01-01,
Y55-64,PC_POP,T,EMP_LFS,MK,2006-01-01,27.9
Y55-64,PC_POP,T,EMP_LFS,MK,2007-01-01,28.8
Y55-64,PC_POP,T,EMP_LFS,MK,2008-01-01,31.7
Y55-64,PC_POP,T,EMP_LFS,MK,2009-01-01,34.6
Y55-64,PC_POP,T,EMP_LFS,MK,2010-01-01,34.2
Y55-64,PC_POP,T,EMP_LFS,MK,2011-01-01,35.4
Y55-64,PC_POP,T,EMP_LFS,MK,2012-01-01,35.4
Y55-64,PC_POP,T,EMP_LFS,MK,2013-01-01,37.9
Y55-64,PC_POP,T,EMP_LFS,MK,2014-01-01,38.6
Y55-64,PC_POP,T,EMP_LFS,MK,2015-01-01,40.1
Y55-64,PC_POP,T,EMP_LFS,MK,2016-01-01,40.7
Y55-64,PC_POP,T,EMP_LFS,MK,2017-01-01,41.4
Y55-64,PC_POP,T,EMP_LFS,MT,2005-01-01,31.9
Y55-64,PC_POP,T,EMP_LFS,MT,2006-01-01,30.7
Y55-64,PC_POP,T,EMP_LFS,MT,2007-01-01,29.5
Y55-64,PC_POP,T,EMP_LFS,MT,2008-01-01,30.1
Y55-64,PC_POP,T,EMP_LFS,MT,2009-01-01,29.1
Y55-64,PC_POP,T,EMP_LFS,MT,2010-01-01,31.9
Y55-64,PC_POP,T,EMP_LFS,MT,2011-01-01,33.2
Y55-64,PC_POP,T,EMP_LFS,MT,2012-01-01,34.7
Y55-64,PC_POP,T,EMP_LFS,MT,2013-01-01,37.1
Y55-64,PC_POP,T,EMP_LFS,MT,2014-01-01,39.5
Y55-64,PC_POP,T,EMP_LFS,MT,2015-01-01,42.3
Y55-64,PC_POP,T,EMP_LFS,MT,2016-01-01,45.8
Y55-64,PC_POP,T,EMP_LFS,MT,2017-01-01,47.2
Y55-64,PC_POP,T,EMP_LFS,NL,2005-01-01,46.1
Y55-64,PC_POP,T,EMP_LFS,NL,2006-01-01,47.7
Y55-64,PC_POP,T,EMP_LFS,NL,2007-01-01,50.9
Y55-64,PC_POP,T,EMP_LFS,NL,2008-01-01,53.0
Y55-64,PC_POP,T,EMP_LFS,NL,2009-01-01,55.1
Y55-64,PC_POP,T,EMP_LFS,NL,2010-01-01,53.7
Y55-64,PC_POP,T,EMP_LFS,NL,2011-01-01,55.2
Y55-64,PC_POP,T,EMP_LFS,NL,2012-01-01,57.6
Y55-64,PC_POP,T,EMP_LFS,NL,2013-01-01,59.2
Y55-64,PC_POP,T,EMP_LFS,NL,2014-01-01,59.9
Y55-64,PC_POP,T,EMP_LFS,NL,2015-01-01,61.7
Y55-64,PC_POP,T,EMP_LFS,NL,2016-01-01,63.5
Y55-64,PC_POP,T,EMP_LFS,NL,2017-01-01,65.7
Y55-64,PC_POP,T,EMP_LFS,NO,2005-01-01,65.5
Y55-64,PC_POP,T,EMP_LFS,NO,2006-01-01,67.4
Y55-64,PC_POP,T,EMP_LFS,NO,2007-01-01,69.0
Y55-64,PC_POP,T,EMP_LFS,NO,2008-01-01,69.2
Y55-64,PC_POP,T,EMP_LFS,NO,2009-01-01,68.7
Y55-64,PC_POP,T,EMP_LFS,NO,2010-01-01,68.6
Y55-64,PC_POP,T,EMP_LFS,NO,2011-01-01,69.6
Y55-64,PC_POP,T,EMP_LFS,NO,2012-01-01,70.9
Y55-64,PC_POP,T,EMP_LFS,NO,2013-01-01,71.1
Y55-64,PC_POP,T,EMP_LFS,NO,2014-01-01,72.2
Y55-64,PC_POP,T,EMP_LFS,NO,2015-01-01,72.2
Y55-64,PC_POP,T,EMP_LFS,NO,2016-01-01,72.6
Y55-64,PC_POP,T,EMP_LFS,NO,2017-01-01,71.9
Y55-64,PC_POP,T,EMP_LFS,PL,2005-01-01,27.2
Y55-64,PC_POP,T,EMP_LFS,PL,2006-01-01,28.1
Y55-64,PC_POP,T,EMP_LFS,PL,2007-01-01,29.7
Y55-64,PC_POP,T,EMP_LFS,PL,2008-01-01,31.6
Y55-64,PC_POP,T,EMP_LFS,PL,2009-01-01,32.3
Y55-64,PC_POP,T,EMP_LFS,PL,2010-01-01,34.1
Y55-64,PC_POP,T,EMP_LFS,PL,2011-01-01,36.9
Y55-64,PC_POP,T,EMP_LFS,PL,2012-01-01,38.7
Y55-64,PC_POP,T,EMP_LFS,PL,2013-01-01,40.6
Y55-64,PC_POP,T,EMP_LFS,PL,2014-01-01,42.5
Y55-64,PC_POP,T,EMP_LFS,PL,2015-01-01,44.3
Y55-64,PC_POP,T,EMP_LFS,PL,2016-01-01,46.2
Y55-64,PC_POP,T,EMP_LFS,PL,2017-01-01,48.3
Y55-64,PC_POP,T,EMP_LFS,PT,2005-01-01,50.4
Y55-64,PC_POP,T,EMP_LFS,PT,2006-01-01,50.1
Y55-64,PC_POP,T,EMP_LFS,PT,2007-01-01,51.0
Y55-64,PC_POP,T,EMP_LFS,PT,2008-01-01,50.7
Y55-64,PC_POP,T,EMP_LFS,PT,2009-01-01,49.7
Y55-64,PC_POP,T,EMP_LFS,PT,2010-01-01,49.5
Y55-64,PC_POP,T,EMP_LFS,PT,2011-01-01,47.8
Y55-64,PC_POP,T,EMP_LFS,PT,2012-01-01,46.5
Y55-64,PC_POP,T,EMP_LFS,PT,2013-01-01,46.9
Y55-64,PC_POP,T,EMP_LFS,PT,2014-01-01,47.8
Y55-64,PC_POP,T,EMP_LFS,PT,2015-01-01,49.9
Y55-64,PC_POP,T,EMP_LFS,PT,2016-01-01,52.1
Y55-64,PC_POP,T,EMP_LFS,PT,2017-01-01,56.2
Y55-64,PC_POP,T,EMP_LFS,RO,2005-01-01,39.4
Y55-64,PC_POP,T,EMP_LFS,RO,2006-01-01,41.7
Y55-64,PC_POP,T,EMP_LFS,RO,2007-01-01,41.4
Y55-64,PC_POP,T,EMP_LFS,RO,2008-01-01,43.1
Y55-64,PC_POP,T,EMP_LFS,RO,2009-01-01,42.6
Y55-64,PC_POP,T,EMP_LFS,RO,2010-01-01,40.7
Y55-64,PC_POP,T,EMP_LFS,RO,2011-01-01,39.9
Y55-64,PC_POP,T,EMP_LFS,RO,2012-01-01,41.6
Y55-64,PC_POP,T,EMP_LFS,RO,2013-01-01,41.8
Y55-64,PC_POP,T,EMP_LFS,RO,2014-01-01,43.1
Y55-64,PC_POP,T,EMP_LFS,RO,2015-01-01,41.1
Y55-64,PC_POP,T,EMP_LFS,RO,2016-01-01,42.8
Y55-64,PC_POP,T,EMP_LFS,RO,2017-01-01,44.5
Y55-64,PC_POP,T,EMP_LFS,SE,2005-01-01,69.5
Y55-64,PC_POP,T,EMP_LFS,SE,2006-01-01,69.6
Y55-64,PC_POP,T,EMP_LFS,SE,2007-01-01,70.0
Y55-64,PC_POP,T,EMP_LFS,SE,2008-01-01,70.1
Y55-64,PC_POP,T,EMP_LFS,SE,2009-01-01,70.0
Y55-64,PC_POP,T,EMP_LFS,SE,2010-01-01,70.4
Y55-64,PC_POP,T,EMP_LFS,SE,2011-01-01,72.0
Y55-64,PC_POP,T,EMP_LFS,SE,2012-01-01,73.0
Y55-64,PC_POP,T,EMP_LFS,SE,2013-01-01,73.6
Y55-64,PC_POP,T,EMP_LFS,SE,2014-01-01,74.0
Y55-64,PC_POP,T,EMP_LFS,SE,2015-01-01,74.5
Y55-64,PC_POP,T,EMP_LFS,SE,2016-01-01,75.5
Y55-64,PC_POP,T,EMP_LFS,SE,2017-01-01,76.4
Y55-64,PC_POP,T,EMP_LFS,SI,2005-01-01,30.7
Y55-64,PC_POP,T,EMP_LFS,SI,2006-01-01,32.6
Y55-64,PC_POP,T,EMP_LFS,SI,2007-01-01,33.5
Y55-64,PC_POP,T,EMP_LFS,SI,2008-01-01,32.8
Y55-64,PC_POP,T,EMP_LFS,SI,2009-01-01,35.6
Y55-64,PC_POP,T,EMP_LFS,SI,2010-01-01,35.0
Y55-64,PC_POP,T,EMP_LFS,SI,2011-01-01,31.2
Y55-64,PC_POP,T,EMP_LFS,SI,2012-01-01,32.9
Y55-64,PC_POP,T,EMP_LFS,SI,2013-01-01,33.5
Y55-64,PC_POP,T,EMP_LFS,SI,2014-01-01,35.4
Y55-64,PC_POP,T,EMP_LFS,SI,2015-01-01,36.6
Y55-64,PC_POP,T,EMP_LFS,SI,2016-01-01,38.5
Y55-64,PC_POP,T,EMP_LFS,SI,2017-01-01,42.7
Y55-64,PC_POP,T,EMP_LFS,SK,2005-01-01,30.3
Y55-64,PC_POP,T,EMP_LFS,SK,2006-01-01,33.1
Y55-64,PC_POP,T,EMP_LFS,SK,2007-01-01,35.6
Y55-64,PC_POP,T,EMP_LFS,SK,2008-01-01,39.2
Y55-64,PC_POP,T,EMP_LFS,SK,2009-01-01,39.5
Y55-64,PC_POP,T,EMP_LFS,SK,2010-01-01,40.5
Y55-64,PC_POP,T,EMP_LFS,SK,2011-01-01,41.3
Y55-64,PC_POP,T,EMP_LFS,SK,2012-01-01,43.1
Y55-64,PC_POP,T,EMP_LFS,SK,2013-01-01,44.0
Y55-64,PC_POP,T,EMP_LFS,SK,2014-01-01,44.8
Y55-64,PC_POP,T,EMP_LFS,SK,2015-01-01,47.0
Y55-64,PC_POP,T,EMP_LFS,SK,2016-01-01,49.0
Y55-64,PC_POP,T,EMP_LFS,SK,2017-01-01,53.0
Y55-64,PC_POP,T,EMP_LFS,TR,2005-01-01,
Y55-64,PC_POP,T,EMP_LFS,TR,2006-01-01,27.7
Y55-64,PC_POP,T,EMP_LFS,TR,2007-01-01,27.2
Y55-64,PC_POP,T,EMP_LFS,TR,2008-01-01,27.5
Y55-64,PC_POP,T,EMP_LFS,TR,2009-01-01,28.2
Y55-64,PC_POP,T,EMP_LFS,TR,2010-01-01,29.6
Y55-64,PC_POP,T,EMP_LFS,TR,2011-01-01,31.4
Y55-64,PC_POP,T,EMP_LFS,TR,2012-01-01,31.9
Y55-64,PC_POP,T,EMP_LFS,TR,2013-01-01,31.5
Y55-64,PC_POP,T,EMP_LFS,TR,2014-01-01,31.4
Y55-64,PC_POP,T,EMP_LFS,TR,2015-01-01,31.8
Y55-64,PC_POP,T,EMP_LFS,TR,2016-01-01,33.4
Y55-64,PC_POP,T,EMP_LFS,TR,2017-01-01,34.4
Y55-64,PC_POP,T,EMP_LFS,UK,2005-01-01,56.8
Y55-64,PC_POP,T,EMP_LFS,UK,2006-01-01,57.3
Y55-64,PC_POP,T,EMP_LFS,UK,2007-01-01,57.4
Y55-64,PC_POP,T,EMP_LFS,UK,2008-01-01,58.0
Y55-64,PC_POP,T,EMP_LFS,UK,2009-01-01,57.5
Y55-64,PC_POP,T,EMP_LFS,UK,2010-01-01,57.2
Y55-64,PC_POP,T,EMP_LFS,UK,2011-01-01,56.7
Y55-64,PC_POP,T,EMP_LFS,UK,2012-01-01,58.1
Y55-64,PC_POP,T,EMP_LFS,UK,2013-01-01,59.8
Y55-64,PC_POP,T,EMP_LFS,UK,2014-01-01,61.0
Y55-64,PC_POP,T,EMP_LFS,UK,2015-01-01,62.2
Y55-64,PC_POP,T,EMP_LFS,UK,2016-01-01,63.4
Y55-64,PC_POP,T,EMP_LFS,UK,2017-01-01,64.1
